236,now that i was compelled to think about it reading was something that just came to me as learning to fasten the seat of my union suit without looking around or achieving two bows from a snarl of shoelaces
349,i could not remember when the lines above atticuss moving finger separated into words but i had stared at them all the evenings in my memory listening to the news of the day bills to be enacted into laws the diaries of lorenzo dow  anything atticus happened to be reading when i crawled into his lap every night
57,until i feared i would lose it i never loved to read
27,one does not love breathing
183,i knew i had annoyed miss caroline so i let well enough alone and stared out the window until recess when jem cut me from the covey of firstgraders in the schoolyard
37,he asked how i was getting along
33,if i didnt have to stay id leave
123,jem that damn lady says atticuss been teaching me to read and for him to stop it dont worry scout jem comforted me
68,our teacher says miss carolines introducing a new way of teaching
32,she learned about it in college
33,itll be in all the grades soon
119,you dont have to learn much out of books that way  its like if you wanta learn about cows you go milk one see
60, yeah jem but i dont wanta study cows i sure you do
76,you hafta know about cows theyre a big part of life in maycomb county
58, i contented myself with asking jem if hed lost his mind
83,im just trying to tell you the new way theyre teachin the first grade stubborn
27,its the dewey decimal system
81, having never questioned jems pronouncements i saw no reason to begin now
141,the dewey decimal system consisted in part of miss caroline waving cards at us on which were printed the cat rat man and you
114, no comment seemed to be expected of us and the class received these impressionistic revelations in silence
40,i was bored so i began a letter to dill
85,miss caroline caught me writing and told me to tell my father to stop teaching me
17,besides she said
44,we dont write in the first grade we print
57,you wont learn to write until youre in the third grade
34, calpurnia was to blame for this
56,it kept me from driving her crazy on rainy days i guess
146,she would set me a writing task by scrawling the alphabet firmly across the top of a tablet then copying out a chapter of the bible beneath
125,if i reproduced her penmanship satisfactorily she rewarded me with an openfaced sandwich of bread and butter and sugar
112,in calpurnia s teaching there was no sentimentality i seldom pleased her and she seldom rewarded me
127,everybody who goes home to lunch hold up your hands said miss caroline breaking into my new grudge against calpurnia
51,the town children did so and she looked us over
59,everybody who brings his lunch put it on top of his desk
91, molasses buckets appeared from nowhere and the ceiling danced with metallic light
163,miss caroline walked up and down the rows peering and poking into lunch containers nodding if the contents pleased her frowning a little at others
42,she stopped at walter cunninghams desk
13,wheres yours
81,walter cunninghams face told everybody in the first grade he had hookworms
46,his absence of shoes told us how he got them
78,people caught hookworms going barefooted in barnyards and hog wallows
125,if walter had owned any shoes he would have worn them the first day of school and then discarded them until mid winter
61,he did have on a clean shirt and neatly mended overalls
40,did you forget your lunch this morning
20, asked miss caroline
30,walter looked straight ahead
39,i saw a muscle jump in his skinny jaw
31,did you forget it this morning
21, asked miss caroline
29,walters jaw twitched again
24,yebm he finally mumbled
52,miss caroline went to her desk and opened her purse
37,heres a quarter she said to walter
25,go and eat downtown today
29,you can pay me back tomorrow
21, walter shook his head
39,nome thank you maam he drawled softly
70,impatience crept into miss carolines voice here walter come get it
31, walter shook his head again
86,when walter shook his head a third time someone whispered go on and tell her scout
99, i turned around and saw most of the town people and the entire bus delegation looking at me
158,miss caroline and i had conferred twice already and they were looking at me in the innocent assurance that familiarity breeds understanding
58,i rose graciously on walters behalf ah  miss caroline
24, what is it jean louise
31, miss caroline hes a cunningham
17, i sat back down
17,what jean louise
53, i thought i had made things sufficiently clear
101,it was clear enough to the rest of us walter cunningham was sitting there lying his head off
46,he didnt forget his lunch he didnt have any
66,he had none today nor would he have any tomorrow or the next day
84,he had probably never seen three quarters together at the same time in his life
62,i tried again walters one of the cunninghams miss caroline
34, i beg your pardon jean louise
75, thats okay maam youll get to know all the county folks after a while
98,the cunninghams never took anything they cant pay back  no church baskets and no scrip stamps
76,they never took anything off of anybody they get along on what they have
44,they dont have much but they get along on it
123, my special knowledge of the cunningham tribe  one branch that is  was gained from events of last winter
45,walters father was one of atticuss clients
180,after a dreary conversation in our livingroom one night about his entailment before mr cunningham left he said mr finch i dont know when ill ever be able to pay you
66, let that be the least of your worries walter atticus said
179,when i asked jem what entailment was and jem described it as a condition of having your tail in a crack i asked atticus if mr cunningham would ever pay us
79,not in money atticus said but before the years out ill have been paid
11, we watched
71,one morning jem and i found a load of stovewood in the back yard
57,later a sack of hickory nuts appeared on the back steps
49,with christmas came a crate of smilax and holly
109,that spring when we found a crokersack full of turnip greens atticus said mr cunningham had more than paid him
34,why does he pay you like that
42,because thats the only way he can pay me
15,he has no money
22, are we poor atticus
15, atticus nodded
12,we are indeed
19, jems nose wrinkled
32,are we as poor as the cunninghams
12, not exactly
80,the cunninghams are country folks farmers and the crash hit them hardest
79, atticus said professional people were poor because the farmers were poor
116,as maycomb county was farm country nickels and dimes were hard to come by for doctors and dentists and lawyers
65,entailment was only a part of mr cunninghams vexations
111,the acres not entailed were mortgaged to the hilt and the little cash he made went to interest
194,if he held his mouth right mr cunningham could get a wpa job but his land would go to ruin if he left it and he was willing to go hungry to keep his land and vote as he pleased
59,mr cunningham said atticus came from a set breed of men
99,as the cunninghams had no money to pay a lawyer they simply paid us with what they had
69,did you know said atticus that dr reynolds works the same way
69,he charges some folks a bushel of potatoes for delivery of a baby
79,miss scout if you give me your attention ill tell you what entailment is
54,jems definitions are very nearly accurate sometimes
276, if i could have explained these things to miss caroline i would have saved myself some inconvenience and miss caroline subsequent mortification but it was beyond my ability to explain things as well as atticus so i said youre shamin him miss caroline
86,walter hasnt got a quarter at home to bring you and you cant use any stovewood
109, miss caroline stood stock still then grabbed me by the collar and hauled me back to her desk
66,jean louise ive had about enough of you this morning she said
61,youre starting off on the wrong foot in every way my dear
18,hold out your hand
184, i thought she was going to spit in it which was the only reason anybody in maycomb held out his hand it was a timehonored method of sealing oral contracts
134,wondering what bargain we had made i turned to the class for an answer but the class looked back at me in puzzlement
121,miss caroline picked up her ruler gave me half a dozen quick little pats then told me to stand in the corner
117,a storm of laughter broke loose when it finally occurred to the class that miss caroline had whipped me
163,when miss caroline threatened it with a similar fate the first grade exploded again becoming cold sober only when the shadow of miss blount fell over them
226,miss blount a native maycombian as yet uninitiated in the mysteries of the decimal system appeared at the door hands on hips and announced if i hear another sound from this room ill burn up everybody in it
92,miss caroline the sixth grade cannot concentrate on the pyramids for all this racket
39, my sojourn in the corner was a short one
77,saved by the bell miss caroline watched the class file out for lunch
101,as i was the last to leave i saw her sink down into her chair and bury her head in her arms
86,had her conduct been more friendly toward me i would have felt sorry for her
34,she was a pretty little thing
191,contents  p rev  n ext chapter  catching walter cunningham in the schoolyard gave me some pleasure but when i was rubbing his nose in the dirt jem came by and told me to stop
29,youre biggern he is he said
32,hes as old as you nearly i said
42,he made me start off on the wrong foot
18, let him go scout
96, he didnt have any lunch i said and explained my involvement in walters dietary affairs
84,walter had picked himself up and was standing quietly listening to jem and me
78,his fists were half cocked as if expecting an onslaught from both of us
81,i stomped at him to chase him away but jem put out his hand and stopped me
48,he examined walter with an air of speculation
50,your daddy mr walter cunningham from old sarum
29, he asked and walter nodded
114,walter looked as if he had been raised on fish food his eyes as blue as dill harriss were redrimmed and watery
88,there was no color in his face except at the tip of his nose which was moistly pink
82,he fingered the straps of his overalls nervously picking at the metal hooks
27,jem suddenly grinned at him
47,come on home to dinner with us walter he said
24,wed be glad to have you
39, walters face brightened then darkened
47,jem said our daddys a friend of your daddys
56,scout here shes crazy  she wont fight you any more
44, i wouldnt be too certain of that i said
100,jems free dispensation of my pledge irked me but precious noontime minutes were ticking away
36,yeah walter i wont jump on you again
28,dont you like butterbeans
26,our cals a real good cook
45, walter stood where he was biting his lip
102,jem and i gave up and we were nearly to the radley place when walter called hey im comin 
80, when walter caught up with us jem made pleasant conversation with him
76,a haint lives there he said cordially pointing to the radley house
29,ever hear about him walter
29, reckon i have said walter
157,almost died first year i come to school and et them pecans  folks say he pizened em and put em over on the school side of the fence
89, jem seemed to have little fear of boo radley now that walter and i walked beside him
94,indeed jem grew boastful i went all the way up to the house once he said to walter
126,anybody who went up to the house once oughta not to still run every time he passes it i said to the clouds above
28,and whos runnin miss priss
41, you are when aint anybody with you
87, by the time we reached our front steps walter had forgotten he was a cunningham
92,jem ran to the kitchen and asked calpurnia to set an extra plate we had company
92,atticus greeted walter and began a discussion about crops neither jem nor i could follow
184,reason i cant pass the first grade mr finch is ive had to stay out ever spring an help papa with the choppin but theres anothern at the house now thats field size
